,text,HS
10334,share sekolah anakku sekolah katolik mengajar suster teman sekelasnya muslim kristen budha hindu konghu chu adem ayem,0
4443,prabowo langsung puja pujinya pindah lg,1
8438,gue baca bodo,1
4524,kepatuhan tuhan mu menjadikan dirimu keras kepala menghakimi orang memfitnah menghasut menebar kebencian mengatasnamakan agama butuh cermin menyadari sembah tuhan mu,0
5570,brengsek lihat ganteng cantiknya orang skrg jelek jelek sok laku miris,0
2901,5 presiden perubahan penerapan sistem online nya perizinan terintegrasi terkait penyederhanaan proses melibatkan kementerian  daerah sesuai kecepatan,0
5720,turunkan tirani kalah tirani ahok tumbang tinggal tugas,1
1045,klo bunyi2 langsung telusuri back up klo berafiliasi langsung cap antek nsetahu sy wa awan2 ausi belanda papua rutin cek cek ham tdk tau ya rutin tdk,0
569,nggak dukung calon presiden sukanya mengatur jokowi prabowo diatur menang pemilihan presiden 2019,1
10506,kunyuk like tok read,0
12566,4 presiden mengajak ulama a pemerintah menyejukkan suasana menjelang pilihan kepala daerah serentak jokowiajakulamasejukkanpilkada,0
11782,gubernur ahok lini susehhh dihantem perempuan no uang korupsi no lu mengisengi omongan nya,1
7484,pki ditumpas habis proyek dilanjutkan umat islam nmirip amerika nsetelah perang dingin musuh islam njahat nbalasan menunggu neraka,0
6285,bbb for bangsat,0
11608,komunis liberalis membentuk garis ujung barat timur bumi arah utara selatan be emu tanah duanya hancur pemenang mengerikan jatuh pro,0
11643,menonton ant man garut studio 1 mohon perbaiki dilayarnya kayak cacat setitik mengganggu mohon perbaiki layarnya,0
2454,jkw orang kafir,0
8312,anggota tni polri pns kredit rumah dp,0
9433,presiden mukanya doang sok merakyat sok asyik motor batangan kebijakannya mencekik rakyat miskin kaum buruh 2019gantipresiden semangaattt,1
7237,95 lokal prestasi hebat presiden dituduh antek aseng,0
4410,papi tau masuk kamar bacakan share an grup wassapnya rame dibicarakan acara karma merusak akidah melenceng agama be anya nonton,0
9340,bhabinkamtibmas desa cantuk kades binluh cipkon jelang pilkada serentak klik,0
4558,idiot donk islammu gerombolan penjual ayat agama islam dungu rawat bedakan salah rocky gerung islam fiksi nge i a iny,1
6034,saksi meringankan persidangan spj fiktif gubernur sumbar,0
9044,berbicara sepe i ya gelar penista agama berlaku frame jokowi bebas halal catet,1
12136,point keren bangsa dibawa kanan masyumi dibawa kiri pki bangsa ditakdirkan ditengah milik bangsa,0
7142,jijik kang main twit,1
10320,pribumi tolak etnis cina pemimpin indonesia adu pancasila bhineka,1
10979,bangkai burik blangsak brengsek,0
6749,ngewe pantai kayaknya enak bro gayvid gaylokal ngentot,0
2291,jaman daerah khusus ibukota dimainkan isu cina kapir cina kafir keluarga sih ono silit eh sulit,1
8166,isi suratnya kayak menitipkan nisa ybs kebiasaannya suka suka dijagain nedan sakit banget,0
5960,pe anyaan adakah syariat islam mengajarkan bom bunuh dimanapun,0
10793,sange hm mas mainkan memek adik sayang,0
4017,ahok konsisten memberangkatkan saudara umat muslim pergi umrah gratis dilain sisi penipu pakai embel embel agama mengubur harapan saudara umat muslim dap,0
4945,beli orang asing konglomerat negeri warga patungan membeli kebijakan ugal ugalan warga korban kepentingan rejim,1
5525,skj jokowi ,1
6518,tolak hoaks sukseskan pilihan kepala daerah damai kota kediri,0
1404,ber busa2 bicara deradikalisasi salat manfaatnya,1
8370,a ikel manusia tidur anjing v min,0
1362,lg bisnis biarkan 2019 ganti presiden presiden amanah siswi janji gmgnya impor serba impor petani negeri gigit jari un deh,1
11331,oo hadiah pulsa iya ya ku menang lo,0
3834,protestan amerika katolik roma krn sepengetahuan sepe i,0
3071,dih najis bulepotan,0
2491,jom mus,1
3733,layak memercayai kepengurusan negara pemerintah menemukan dokumen negara ,1
4903,hyunjin sinting ganteng bener,0
3010,kristen lesbi ya,1
4924,kunti melayang,0
4908,era nya beda boss ingatkah ormas garda terdepan penumpas pki nu bos,0
3337,tren konsumsi video be umbuh data,0
10045,maaf dukunnya sibuk bakar menyan bani kret,1
12596,sssttt ribut terusssssss nkita lihat 2019 ridai allah swt pemimpin negara tercinta nsudah berisik bikin budek diam,0
12360,bohay bokong nya doggy gaya enak,0
12092,said aqil cocok calon presidennya jokowi dolar 10rb pengangguran berkurang sepuluh juta lapangan pekerjaan ekonomi meroket hitungan minggu pekerja asing dipersulit pe umbuhan ekonomi mencapai 7 bahan bakar minyak,0
2840,jepitkan kontol gue pakai memek,0
1927,temanku teman cina main fan fan mata mata dimana deh kenalin eh tau diam sih bikin thread gini sepe inya sih mbak muah deh,0
4507,2019gantipresiden pengamat data khofifah emil faktual lapangan,1
4649,a orangnya rendah hati pemalu perfeksionis,0
10433,ijinkan ketawa hahahaha bong bong pinter napa dungu dipiara,1
11259,astaghfirullah jahatnya rezim,0
5186,celeng berbicara celeng,1
657,ekonomi hancur subsidi dicabut bbm mahal listrik karuan sembako terjangkau rakyat politik kisruh agama dinistakan kebijakan pro rakyat ham terbengkalai leadership lemah periode,1
11450,biarlah gubernur dki selesaikan tugasnya full menak hasil kerja krs beliau salam 5 thn 5 sabar slsaikan jabatan amanahkan rakyat susah payah anies muda jalan pnjg insya,0
3713,mentri sontoloyo profesor sontoloyo fan sontoloyo ayo kaum sontoloyo,1
12089,kali menonton filmnya kim tae ri the handmaiden little forest aktingnya bagus cantik bersih oplas lihat main drama khusus main film doang ya main drama televisi nasional juni ditunggu deh dramanya,0
0,cowok berusaha melacak perhatian gue lantas remehkan perhatian gue kasih khusus elo basic cowok bego,1
9533,bukti persahabatan sejati putra mantan presiden putra presiden semoga abadi seabad usia kupon nya,0
2529,sebarkan keamanan sejagat,0
8638,top cerita 30 proyek strategis jokowi rp 94 8 triliun rung,0
5109,habis habisan aja bang usir kafir cina nusantara racun akidah tukang sogok kristenisasi pelacur miras kafir anjing,1
691,gue menyadari situ mengikuti umrah ya onta mekkah iya salam kenal dav,0
2225,bocah pakai baju hitam bangsat bersalah,1
9706,ditahan paksa tuduhan berbeda mengerikan rezim jokowi ,1
9637,hati hati dalamnya rakitan bom,0
5101,iya sih lawannya bilang berat aparat negara andil ya mudah mudahan 2019gantipresiden biar cukong jumawa biar cukong sok berkuasa biar megatron,1
9709,bersikap orang seiman selamat memperingati maulid nabi muhammad saw,0
7399,904news scarlett johansson mengundurkan film rub and tug perannya gembong penjahat dante te ill scarjo dihujat dikritik memerankan tokoh transgender dianggap penghargaan,0
8337,bolot sis ,0
8786,ahok kafir umat islam anti ahok ahok kafir ditambah ahok cina suka makan babi bir,1
2980,ngga kenal kenal asing,0
1944,gerindra perusuh prabowo utang bayar karyawan,1
5623,najis bermusuhan gara gara majalah gaul,0
6311,cina benalu negara kesatuan republik indonesia,1
1416,minat mail looking at whole ya dulunya cheater mengaku silap and maaf yg sah sarap sshhh,1
11756,gue bego sayang orang sayang memikirkan perasaan gue sedikitpun,0
7708,ditunggangi kontol jumbo bool ketarik nikmatnya ngentot ,0
8245,menolak mundur presiden zimbabwe dipecat pa ainya indonesiahebat,0
9893,melanjutkan aher istrinya iya om om ilc kemarin ganti presiden oh dr mardani iya istrinya be anya ketua pks presiden pks istrinya si,0
1221,nyesel gue unfollow anjir fers nya hilang diaudit turun,0
7295,saksi be umbuhnya organisasi dili 2013 memiliki klinik dikelola langsung komunitas transgender timorpride2018 ,0
500,orang asing mengobrol bosan menunggu transit be eman,0
939,nemang anaknya pepo nang doang nmo dibawa kemana bangsa jadikan foto model ncebong urus biar rewel n x9,1
7753,jatim anti hoax pilkada damai deklarasi anti hoax warga kemlaten,0
10466,hapus islam ajaran sesat mendungukan membiadabkan umatnya,1
4915,sipit nanjir dibilang sombong mulu gue,0
3958,insyaalloh diindonesia ganti presiden rakyat negeri bahu membahu menyelesaikan masalah2nya,0
10764,serapat apapun menyembunyikan bangkai tercium,0
7216,mintak jasa kawan kawan lini benda nih my relative niyana abdul raziff mengalami hyper thyroid and it s become worse right now she really need bantuan keuangan rawatan bank in kat account nih niyana abd razif 0,0
3195,indons alhamdulillah ya allah menyelamatkan anak anak thailand nthai menyelamatkan manusia manusia kapir tuhan lu kontol,1
2880,istilah novel komedi mbak catatan harian menantu sinting wkwkwkwkwk kocak banget baca deh mbak tipe biasnya berkarisma cowok banget gitu,0
10123,cebong bani bumi datar,1
6317,member munafik 3 tuu,0
2180,yaa namanya kegoblokan akut bang diajarin pintar dongok,1
349,resah presiden hidup penuh drama pencitraan main ftv joko judulnya ,1
837,bupati jember harapkan jfc 2018 semangat geliat ekonomi kerakyatan baca selengkapnya,0
2230,pemandangan asing napa jualan,0
12419,modal cocot ndpt lop notak awam  fan nya rawan radikalis kena penghukuman nge nuhan neraka nedan,1
5272,asing asing musim kali bang skg musim musim plesiran,0
1019,pagi amal post minum kopi gagal fokus meja makan kayu dikasih taplak eh bagus lihat cangkir kopinya bagus eh rak dibelakangnya sukak penataan display,0
7977,cocok presiden,0
11628,btw radha bajingan sih wkwk dat wkwk ,0
2506,bubar bangsad,1
12252,pribumi tolak etnis cina pemimpin indonesia adu pancasila bhineka,1
3039,anjir wkwkwkwk nete banget nih,0
11184,bacot apanya gue mengulang perkataan gue gara gara budek,1
6193,barel bom bom barel,0
2337,4 tulisan kuchat,0
7244,santai bro gue diblock akun gue block block masela block mahakam block east natuna block east kalimantan block attaka block kasuri dll i don t car,0
6393,we belong together feat 2ne1 s park bom rilis mv 2008 rilis lagu 2006 kuisbigbangmtvn,0
1420,bilang ale ditutup surat hehe mente awakan aja baca pers rilis manajemen ale kret gang dibegoin bilang ditutup eh eksis ale,1
998,ikutan lu kret,1
10882,muslim diintrogasi tuhan menciptakan berpasangan,1
2954,ri menonton brodus cina ga,0
9210,frepot pe arungannya ring rupiah dihajar babak belur politisi ngehek berkanye jokowi antek mamarica,0
11731,mantab gubernur pilihan br kebersihan iman jd ragu imannya anies and sandi,0
3605,najis membelai jablay,0
6405,pembela ngotot rocky gerung salah kitab suci agama dibilang fiksi tersinggung alquran kitab suci kitab suci membela alquran mati man,0
4084,2 presiden model registrasi modern cepat sistem data terpadu terintegrasi melewati rantai birokrasi ratas,0
5725,mengawal pendistribusian pupuk sasaran petani musim tanam 2 dilaksanakan bumdes bina manfaat tlogorejo kepohbaru bojonegoro rencanakan dirikan kembangkan bumdes menopang ekonomi rakyat,0
6673,ganti presiden calon,0
560,presidennya jokowi gubernurnya anton program selaras sejalan hasan,0
4300,bangkai,1
5809,babi nih haihhh,1
12310,kemaren beli ayam udah dipotong banget matinya ayam neh kejet2 sih tukang ayam langsung rendam air panas protes beli tp memelas nya udah bayar buang ayamnya masak makan bangkai nsyariah islam harga mati,0
4281,deh bolot nya,0
5638,jaga gf nih jaga kebun kena tengok tk tengok takut tersodok dek babi you know b,0
12467,22 februari 1978 masjid istiqlal diresmikan presiden soeha o rancangan masjid terbesar asia tenggara karya arsitek friedrich silaban kristiani mengalami pergulatan batin merancang ibadah umat islam,0
12830,bgni tka ilegal cina faktual bukti dibahas  pemerintah berniat slesaikan,1
7847,reog ponorogo universitas brawijaya nya keren habis top banget bulanbaktikipm2018 gemasatukata2018,0
1737,dimanfaatkan politik rezim,0
1313,kiraan titit,0
612,klo busuk mawati beragama islam takut ngejala gila nih nenek,1
1699,dasar wkwk maho,1
2297,truss lantas jokowi tuduh melakukannya tuduhannmu sungguh akal akhlak mu sebaga,0
11809,cantikk banget cipp mata sipit gitu yaaa imut bangett,0
7315,heboh pengadaan tas sembako bantuan presiden sedot apbn rp 3 miliar bawaslu,0
1998,sadis gerombolan sby berkuasa sel bawa kebo rezim kodok bawa babi diciduk bong mendem kolam butek otak lo pindah dengkul bong,1
5634,setuju bubarkan kpk angkat ketua badan pemberantasan korupsi ,1
6513,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohoninternationalflowerfestival nyn,0
6257,lengket sepe i permen karet menempel pantat guru,0
5276,aseng teriak asing kaum munafik,1
11803,ommakarom keadilan sosial kelebihan sosial taipan korup makar makar rezim lengserkan jokowi,1
8986,nete,0
5072,pengguna buah iblis membutuhkan latihan memaksimalkan potensi kekuatan,0
10705,getah as,0
12887,tersangka setya novanto kena sanksi pecat top,1
5486,banci kaleng nkaleng kosong nyaring suaranya,1
8315,us oh cute nindo anjing cakep nus lol nindo anjing ngakak nus do mean nindo anjing,0
2907,mengikuti diskusi islam nusantara menarik berani komen prof terkesan komen budisepang penganut kristen jawa syallom,0
10205,bukti valid bahaya virus idiot diminum salah satunya admin,0
6177,gn lahir rezim politik suha o menguasai tni menunggangi,0
7354,kontras ikutan radikal intoleran,1
671,perasaan walubi umat buddha indonesia usir bantai,1
9605,favorit kerjain tugas bu kupon gratis teman sok lucky nngerjain tugas plus curhat pokoknya pulang pas ditelepon nkalo makan mi ayam rica jajan mi goreng,0
8738,wakil rakyat bikin uu manfaatnya rakyat bikin undang undang md3,0
357,10 presiden jokowi berharap skema kerja pembangunan pembangunan,0
1631,bangsat wakil rakyat mulutnya ya bangsat nkalau monyet wakil rakyat mulutnya ya monyet nkalau babi wakil rakyat mulutnya ya babi nkalau anjing wakil rakyat mulutnya ya anj,1
13009,6 kandungan bahan alami lidah buaya dll n7 bersentuhan langsung luka naloclair dipercaya konsumen 57 negara diragukan khasiatnya,0
1838,salah cebong,1
7398,kebaikan peroleh darinya separuh usia jalani teman teman pks diras rezim,0
1234,percaya kayaknya buktinya kisah kisah profesor yahudi masuk islam takjub meneliti bla bla bla suka seliweran grup wa,0
1882,ganyang pki sekuat tenaga,1
10915,politisi gerindra jokowi omong  presiden omong kr bisu,1
11836,kali bilang paham nsaya bilang suka memaki orang munafik gara gara orang stop bodyshaming orang sbnrnya paham gue nbtw mas menyambung sa,0
958,psk a is online marak bicarakan tyas mirasih peringati netizen n netizen tyas mirasih n,0
9208,wakil gubernur dki jaka a aquathlon rangkaian acara memeriahkan pencanangan hut dki digelar pulau tidung kepulauan seribu 5 6 mei,0
12385,sumpah menyambung samsek asaan pe 1 guenya bego gimana,0
41,beda kewibawaannya berwibawa gubernur indonesia massya allah,0
7961,manusia anjing mati matian rela mu adz babi ahok kafir ,1
5945,selamat setan,1
8723,20 jipepet mengesalkan banget anaknya kdang2 suka monyet cowonya segambreng caileh,0
1564,bego,1
7648,cc lg nafsu tenaga ,1
2413,budaya bermoral manusia selamat,0
5860,mengakuinya burik percaya,0
3043,pas audisi keknya rambut hitam sipit menarinya lincah banget kayak ulet bulu ngel ngel dahh,0
11844,hewan ulet putih merubung bangkai set,0
12326,anggota dpr dpd terhormat posting ym penipuan quran 4 91 bunuhlah 8 12 penggallah,1
13103,ditanggapi mesjid sangking setujunya speaker toa dipindahkan yasalam modar kuping jemaah khe khe khe,0
3149,saksikan panasnya debat publik tujuh pasangan calon bupati wakil bupati pilkada aceh selatan 2018 dipandu 14 00 wib live eksklusif inews pilkadaacehselatan2018,0
5602,hormat hindu makan daging hormat islam makan babi,0
6996,praktek monopoli praktik nepotisme hubungan kekerabatan gubernur dki ahok lawyer salah merek,1
12277,gue menangis pas nmeratapi hidup haha nnangis rey kondisi kondisi sakit gue feel blessed nand yeshh gue 1 pelajaran ndisini ketahuan banget teman teman tulus bantu gue ndan teman ngej,0
2063,diamati presiden menekankan pembangunan infrastruktur daerah terduga bagus perkembangan ekonomi terfokus kota kota,0
9157,cebong doang tukang ngamuk,1
6933,bacot sih luh cebong bangsad,1
4051,bangke gue rajin bayar bener tariff trs,1
12408,dm memek maksudnya ndok,0
12434,cerita  lagu si raja monyet ,0
10278,golkar setya novanto setya novanto golkar lolos jerat hukum pecat ai golkar cerminan orang layaknya suha o,1
3485,prabowo terhormat haruskah til sepe i orang cemburu kalah,1
5854,cabe cabean nya bbm n facrbook n politik tau doi tau nya berita berita sah pencitraan,1
9516,mun rocky gerung komentar sepe i isinya tragedi mencuri bukti rezim menyelesaikan kemiskinan wkwkwk,0
2888,haha iya gembrot kseeeel gmz,0
10230,tki formal jd millionaire om admin nrekan2 sektor oil  gas timteng kuwait uae  qatar berpenghasilan bersih 5000 usd perbulan level operator level engineer,0
